customer_id,watchlist_hit
10001,False
10002,False
10003,False
10004,False
10005,False
10006,False
10007,False
10008,False
10009,False
10010,False
10011,False
10012,False
10013,False
10014,False
10015,False
10016,False
10017,False
10018,False
10019,False
10020,False
10021,False
10022,False
10023,False
10024,False
10025,False
10026,False
10027,False
10028,False
10029,False
10030,False
10031,False
10032,False
10033,False
10034,False
10035,False
10036,False
10037,False
10038,False
10039,False
10040,False
10041,False
10042,False
10043,False
10044,False
10045,True
10046,False
10047,False
10048,False
10049,False
10050,False
10051,False
10052,False
10053,False
10054,False
10055,False
10056,False
10057,False
10058,False
10059,False
10060,False
10061,False
10062,False
10063,False
10064,False
10065,False
10066,False
10067,False
10068,False
10069,False
10070,False
10071,False
10072,False
10073,False
10074,False
10075,False
10076,False
10077,False
10078,False
10079,False
10080,False
10081,False
10082,False
10083,False
10084,False
10085,False
10086,False
10087,False
10088,False
10089,False
10090,False
10091,False
10092,False
10093,False
10094,False
10095,False
10096,False
10097,False
10098,False
10099,False
10100,False
10101,False
10102,False
10103,False
10104,False
10105,False
10106,False
10107,False
10108,False
10109,False
10110,False
10111,False
10112,False
10113,False
10114,False
10115,False
10116,False
10117,False
10118,False
10119,False
10120,False
10121,False
10122,False
10123,True
10124,False
10125,False
10126,False
10127,False
10128,False
10129,False
10130,False
10131,False
10132,False
10133,False
10134,False
10135,False
10136,False
10137,True
10138,False
10139,False
10140,False
10141,False
10142,False
10143,False
10144,False
10145,False
10146,False
10147,False
10148,False
10149,False
10150,False
10151,False
10152,False
10153,False
10154,False
10155,False
10156,False
10157,False
10158,False
10159,False
10160,False
10161,False
10162,False
10163,False
10164,False
10165,False
10166,False
10167,False
10168,False
10169,False
10170,False
10171,True
10172,False
10173,False
10174,False
10175,False
10176,False
10177,False
10178,False
10179,False
10180,False
10181,False
10182,False
10183,False
10184,False
10185,False
10186,False
10187,False
10188,False
10189,False
10190,False
10191,False
10192,False
10193,False
10194,False
10195,False
10196,False
10197,False
10198,False
10199,False
10200,False
10201,False
10202,False
10203,False
10204,False
10205,False
10206,False
10207,True
10208,False
10209,False
10210,False
10211,False
10212,False
10213,False
10214,False
10215,False
10216,False
10217,False
10218,False
10219,False
10220,False
10221,False
10222,False
10223,False
10224,False
10225,False
10226,False
10227,False
10228,False
10229,False
10230,True
10231,False
10232,False
10233,False
10234,False
10235,False
10236,False
10237,False
10238,False
10239,False
10240,False
10241,False
10242,False
10243,False
10244,False
10245,False
10246,False
10247,False
10248,False
10249,False
10250,False
10251,False
10252,False
10253,False
10254,False
10255,False
10256,False
10257,False
10258,False
10259,False
10260,False
10261,False
10262,False
10263,False
10264,False
10265,False
10266,False
10267,False
10268,False
10269,False
10270,False
10271,False
10272,False
10273,False
10274,False
10275,False
10276,False
10277,False
10278,False
10279,False
10280,False
10281,False
10282,False
10283,False
10284,False
10285,False
10286,False
10287,False
10288,False
10289,False
10290,True
10291,False
10292,False
10293,False
10294,False
10295,False
10296,False
10297,False
10298,False
10299,False
10300,False
10301,False
10302,False
10303,False
10304,False
10305,False
10306,False
10307,False
10308,False
10309,False
10310,False
10311,False
10312,False
10313,False
10314,False
10315,False
10316,False
10317,False
10318,False
10319,False
10320,False
10321,False
10322,False
10323,False
10324,False
10325,False
10326,False
10327,False
10328,False
10329,False
10330,False
10331,False
10332,False
10333,False
10334,False
10335,False
10336,False
10337,False
10338,False
10339,False
10340,False
10341,False
10342,False
10343,False
10344,False
10345,False
10346,False
10347,False
10348,False
10349,False
10350,False
10351,False
10352,False
10353,False
10354,False
10355,False
10356,False
10357,False
10358,False
10359,False
10360,False
10361,False
10362,False
10363,False
10364,False
10365,False
10366,False
10367,False
10368,False
10369,False
10370,False
10371,False
10372,False
10373,False
10374,False
10375,False
10376,False
10377,False
10378,False
10379,False
10380,False
10381,False
10382,False
10383,False
10384,False
10385,False
10386,False
10387,False
10388,False
10389,False
10390,False
10391,False
10392,False
10393,False
10394,False
10395,False
10396,False
10397,False
10398,False
10399,False
10400,False
10401,False
10402,False
10403,False
10404,False
10405,False
10406,False
10407,False
10408,False
10409,False
10410,False
10411,False
10412,False
10413,False
10414,False
10415,False
10416,False
10417,False
10418,False
10419,False
10420,False
10421,False
10422,False
10423,False
10424,False
10425,False
10426,False
10427,False
10428,False
10429,False
10430,False
10431,False
10432,False
10433,False
10434,False
10435,False
10436,False
10437,False
10438,False
10439,False
10440,False
10441,False
10442,False
10443,True
10444,False
10445,False
10446,False
10447,False
10448,False
10449,False
10450,False
10451,False
10452,False
10453,False
10454,False
10455,False
10456,False
10457,False
10458,False
10459,False
10460,False
10461,False
10462,False
10463,False
10464,False
10465,False
10466,False
10467,False
10468,False
10469,False
10470,False
10471,False
10472,False
10473,False
10474,False
10475,False
10476,False
10477,False
10478,False
10479,False
10480,False
10481,False
10482,False
10483,False
10484,True
10485,False
10486,False
10487,False
10488,True
10489,False
10490,False
10491,False
10492,False
10493,False
10494,False
10495,False
10496,False
10497,False
10498,False
10499,False
10500,False
10501,False
10502,False
10503,False
10504,False
10505,False
10506,False
10507,False
10508,False
10509,False
10510,False
10511,False
10512,False
10513,False
10514,False
10515,False
10516,False
10517,False
10518,False
10519,False
10520,True
10521,False
10522,False
10523,False
10524,False
10525,False
10526,False
10527,False
10528,False
10529,False
10530,False
10531,False
10532,False
10533,False
10534,False
10535,False
10536,False
10537,False
10538,False
10539,False
10540,False
10541,False
10542,False
10543,False
10544,False
10545,False
10546,False
10547,False
10548,False
10549,False
10550,False
10551,False
10552,False
10553,False
10554,False
10555,False
10556,False
10557,False
10558,False
10559,False
10560,False
10561,False
10562,False
10563,False
10564,False
10565,False
10566,False
10567,False
10568,False
10569,False
10570,False
10571,False
10572,False
10573,False
10574,False
10575,False
10576,False
10577,False
10578,False
10579,False
10580,False
10581,False
10582,False
10583,True
10584,False
10585,False
10586,False
10587,False
10588,False
10589,False
10590,False
10591,False
10592,False
10593,False
10594,False
10595,False
10596,False
10597,False
10598,False
10599,False
10600,False
10601,False
10602,False
10603,False
10604,False
10605,False
10606,False
10607,False
10608,False
10609,True
10610,False
10611,False
10612,False
10613,False
10614,False
10615,False
10616,False
10617,False
10618,False
10619,False
10620,False
10621,False
10622,False
10623,False
10624,False
10625,False
10626,False
10627,False
10628,False
10629,False
10630,False
10631,False
10632,False
10633,False
10634,False
10635,False
10636,False
10637,False
10638,False
10639,False
10640,False
10641,False
10642,False
10643,False
10644,False
10645,False
10646,False
10647,False
10648,True
10649,False
10650,False
10651,False
10652,False
10653,False
10654,False
10655,False
10656,False
10657,False
10658,False
10659,False
10660,False
10661,False
10662,False
10663,False
10664,False
10665,False
10666,False
10667,False
10668,False
10669,False
10670,False
10671,False
10672,False
10673,False
10674,False
10675,False
10676,False
10677,False
10678,False
10679,False
10680,False
10681,False
10682,False
10683,False
10684,False
10685,False
10686,False
10687,False
10688,False
10689,False
10690,False
10691,False
10692,False
10693,False
10694,False
10695,False
10696,False
10697,False
10698,False
10699,False
10700,False
10701,False
10702,False
10703,False
10704,False
10705,False
10706,False
10707,False
10708,False
10709,False
10710,False
10711,False
10712,False
10713,False
10714,False
10715,False
10716,False
10717,False
10718,False
10719,False
10720,False
10721,False
10722,False
10723,False
10724,False
10725,False
10726,False
10727,False
10728,False
10729,False
10730,False
10731,False
10732,False
10733,False
10734,False
10735,False
10736,False
10737,False
10738,False
10739,False
10740,False
10741,False
10742,False
10743,False
10744,False
10745,False
10746,False
10747,False
10748,False
10749,False
10750,False
10751,False
10752,False
10753,False
10754,False
10755,False
10756,False
10757,False
10758,False
10759,False
10760,False
10761,False
10762,False
10763,False
10764,False
10765,False
10766,False
10767,False
10768,False
10769,False
10770,False
10771,False
10772,False
10773,False
10774,False
10775,False
10776,False
10777,False
10778,False
10779,False
10780,False
10781,False
10782,False
10783,False
10784,False
10785,False
10786,False
10787,False
10788,False
10789,False
10790,False
10791,True
10792,False
10793,False
10794,False
10795,False
10796,False
10797,False
10798,False
10799,False
10800,False
10801,False
10802,False
10803,False
10804,False
10805,False
10806,False
10807,False
10808,False
10809,False
10810,False
10811,False
10812,False
10813,False
10814,False
10815,False
10816,False
10817,False
10818,False
10819,False
10820,False
10821,False
10822,False
10823,False
10824,False
10825,False
10826,False
10827,False
10828,False
10829,False
10830,False
10831,False
10832,False
10833,False
10834,False
10835,False
10836,False
10837,False
10838,False
10839,False
10840,False
10841,False
10842,False
10843,False
10844,False
10845,False
10846,False
10847,False
10848,False
10849,False
10850,False
10851,False
10852,False
10853,False
10854,False
10855,False
10856,False
10857,False
10858,False
10859,False
10860,False
10861,False
10862,False
10863,False
10864,False
10865,False
10866,False
10867,False
10868,False
10869,False
10870,False
10871,False
10872,False
10873,False
10874,True
10875,False
10876,False
10877,False
10878,False
10879,False
10880,False
10881,False
10882,False
10883,False
10884,False
10885,False
10886,False
10887,False
10888,False
10889,False
10890,False
10891,False
10892,False
10893,False
10894,False
10895,False
10896,False
10897,False
10898,False
10899,False
10900,False
10901,False
10902,False
10903,False
10904,False
10905,False
10906,False
10907,False
10908,False
10909,False
10910,False
10911,False
10912,False
10913,False
10914,False
10915,False
10916,False
10917,False
10918,False
10919,False
10920,False
10921,False
10922,False
10923,False
10924,False
10925,True
10926,False
10927,False
10928,False
10929,False
10930,False
10931,False
10932,False
10933,False
10934,False
10935,False
10936,False
10937,False
10938,False
10939,False
10940,False
10941,False
10942,False
10943,False
10944,False
10945,False
10946,False
10947,False
10948,False
10949,False
10950,False
10951,False
10952,False
10953,False
10954,False
10955,False
10956,False
10957,False
10958,False
10959,False
10960,False
10961,False
10962,False
10963,False
10964,False
10965,False
10966,False
10967,False
10968,False
10969,False
10970,False
10971,False
10972,False
10973,False
10974,False
10975,False
10976,False
10977,False
10978,False
10979,False
10980,False
10981,False
10982,False
10983,False
10984,False
10985,False
10986,False
10987,False
10988,False
10989,False
10990,False
10991,False
10992,False
10993,False
10994,False
10995,False
10996,False
10997,False
10998,False
10999,False
11000,False
11001,False
11002,False
11003,False
11004,False
11005,False
11006,False
11007,False
11008,False
11009,False
11010,False
11011,False
11012,False
11013,False
11014,False
11015,False
11016,False
11017,False
11018,False
11019,False
11020,False
11021,False
11022,False
11023,False
11024,False
11025,False
11026,False
11027,False
11028,False
11029,False
11030,False
11031,False
11032,False
11033,False
11034,False
11035,True
11036,False
11037,False
11038,False
11039,False
11040,False
11041,False
11042,False
11043,False
11044,False
11045,False
11046,False
11047,False
11048,False
11049,False
11050,False
11051,False
11052,False
11053,False
11054,False
11055,False
11056,False
11057,True
11058,False
11059,False
11060,False
11061,False
11062,False
11063,True
11064,False
11065,False
11066,False
11067,False
11068,False
11069,False
11070,False
11071,False
11072,False
11073,False
11074,False
11075,False
11076,False
11077,False
11078,False
11079,False
11080,False
11081,False
11082,False
11083,False
11084,False
11085,False
11086,False
11087,False
11088,False
11089,False
11090,False
11091,False
11092,False
11093,False
11094,False
11095,False
11096,False
11097,False
11098,False
11099,False
11100,False
11101,False
11102,False
11103,False
11104,False
11105,False
11106,False
11107,False
11108,False
11109,False
11110,False
11111,False
11112,False
11113,False
11114,False
11115,False
11116,False
11117,False
11118,False
11119,False
11120,False
11121,False
11122,False
11123,False
11124,False
11125,False
11126,False
11127,False
11128,False
11129,False
11130,False
11131,False
11132,False
11133,False
11134,False
11135,False
11136,False
11137,False
11138,False
11139,False
11140,False
11141,False
11142,False
11143,False
11144,False
11145,False
11146,False
11147,False
11148,False
11149,False
11150,False
11151,False
11152,False
11153,False
11154,False
11155,False
11156,False
11157,True
11158,False
11159,False
11160,False
11161,False
11162,False
11163,False
11164,False
11165,False
11166,False
11167,False
11168,False
11169,False
11170,False
11171,False
11172,False
11173,False
11174,False
11175,False
11176,False
11177,False
11178,False
11179,False
11180,False
11181,False
11182,False
11183,False
11184,False
11185,False
11186,False
11187,False
11188,False
11189,False
11190,False
11191,False
11192,False
11193,False
11194,True
11195,False
11196,False
11197,False
11198,False
11199,False
11200,False
11201,False
11202,False
11203,False
11204,False
11205,False
11206,False
11207,False
11208,False
11209,False
11210,False
11211,False
11212,False
11213,False
11214,False
11215,False
11216,False
11217,False
11218,False
11219,False
11220,False
11221,False
11222,False
11223,False
11224,False
11225,False
11226,False
11227,False
11228,False
11229,False
11230,False
11231,False
11232,False
11233,False
11234,False
11235,False
11236,False
11237,False
11238,False
11239,False
11240,False
11241,False
11242,False
11243,False
11244,False
11245,False
11246,False
11247,False
11248,False
11249,False
11250,False
11251,False
11252,False
11253,False
11254,False
11255,False
11256,False
11257,False
11258,False
11259,False
11260,False
11261,False
11262,False
11263,False
11264,False
11265,False
11266,False
11267,False
11268,False
11269,False
11270,False
11271,False
11272,False
11273,False
11274,False
11275,False
11276,False
11277,False
11278,False
11279,False
11280,False
11281,False
11282,False
11283,False
11284,False
11285,False
11286,False
11287,False
11288,False
11289,False
11290,False
11291,False
11292,False
11293,False
11294,False
11295,False
11296,False
11297,False
11298,False
11299,False
11300,False
11301,False
11302,False
11303,False
11304,False
11305,False
11306,False
11307,False
11308,False
11309,False
11310,False
11311,False
11312,False
11313,False
11314,False
11315,False
11316,False
11317,False
11318,False
11319,False
11320,False
11321,False
11322,False
11323,False
11324,False
11325,False
11326,False
11327,False
11328,False
11329,False
11330,False
11331,False
11332,False
11333,False
11334,False
11335,False
11336,False
11337,False
11338,False
11339,False
11340,False
11341,False
11342,False
11343,False
11344,False
11345,False
11346,False
11347,False
11348,False
11349,False
11350,False
11351,False
11352,False
11353,False
11354,False
11355,False
11356,False
11357,False
11358,True
11359,False
11360,False
11361,False
11362,False
11363,False
11364,False
11365,False
11366,False
11367,False
11368,False
11369,False
11370,False
11371,False
11372,False
11373,False
11374,False
11375,False
11376,False
11377,False
11378,False
11379,False
11380,False
11381,False
11382,False
11383,False
11384,False
11385,False
11386,False
11387,False
11388,False
11389,False
11390,False
11391,False
11392,False
11393,False
11394,False
11395,False
11396,False
11397,False
11398,False
11399,False
11400,False
11401,False
11402,False
11403,False
11404,False
11405,False
11406,False
11407,False
11408,False
11409,False
11410,False
11411,False
11412,False
11413,False
11414,False
11415,False
11416,False
11417,False
11418,False
11419,False
11420,False
11421,False
11422,False
11423,False
11424,False
11425,False
11426,False
11427,False
11428,False
11429,False
11430,False
11431,False
11432,False
11433,False
11434,False
11435,False
11436,False
11437,False
11438,False
11439,False
11440,False
11441,False
11442,False
11443,False
11444,False
11445,False
11446,False
11447,False
11448,False
11449,False
11450,False
11451,False
11452,False
11453,False
11454,False
11455,False
11456,False
11457,False
11458,False
11459,False
11460,False
11461,False
11462,False
11463,False
11464,False
11465,False
11466,True
11467,False
11468,False
11469,False
11470,False
11471,False
11472,False
11473,False
11474,False
11475,False
11476,False
11477,False
11478,False
11479,False
11480,False
11481,False
11482,False
11483,False
11484,False
11485,False
11486,False
11487,False
11488,False
11489,False
11490,False
11491,False
11492,False
11493,False
11494,False
11495,False
11496,False
11497,False
11498,False
11499,False
11500,False
11501,False
11502,False
11503,False
11504,False
11505,False
11506,False
11507,False
11508,False
11509,False
11510,False
11511,False
11512,False
11513,False
11514,False
11515,False
11516,False
11517,False
11518,False
11519,False
11520,False
11521,False
11522,False
11523,False
11524,False
11525,False
11526,False
11527,False
11528,False
11529,False
11530,False
11531,False
11532,False
11533,False
11534,False
11535,False
11536,False
11537,False
11538,False
11539,False
11540,False
11541,False
11542,False
11543,False
11544,False
11545,False
11546,False
11547,False
11548,False
11549,False
11550,False
11551,False
11552,False
11553,False
11554,False
11555,False
11556,False
11557,False
11558,False
11559,False
11560,False
11561,False
11562,False
11563,False
11564,False
11565,False
11566,False
11567,False
11568,False
11569,False
11570,False
11571,False
11572,False
11573,False
11574,False
11575,False
11576,False
11577,False
11578,False
11579,False
11580,False
11581,False
11582,False
11583,False
11584,False
11585,False
11586,False
11587,False
11588,False
11589,False
11590,False
11591,False
11592,True
11593,False
11594,False
11595,False
11596,False
11597,False
11598,False
11599,False
11600,False
11601,False
11602,False
11603,False
11604,False
11605,False
11606,False
11607,False
11608,False
11609,False
11610,False
11611,False
11612,False
11613,False
11614,False
11615,True
11616,False
11617,False
11618,False
11619,False
11620,False
11621,False
11622,False
11623,False
11624,False
11625,False
11626,False
11627,False
11628,False
11629,False
11630,False
11631,False
11632,False
11633,False
11634,False
11635,False
11636,False
11637,False
11638,False
11639,False
11640,False
11641,False
11642,False
11643,False
11644,False
11645,False
11646,False
11647,False
11648,False
11649,False
11650,False
11651,False
11652,False
11653,False
11654,False
11655,False
11656,False
11657,False
11658,False
11659,False
11660,False
11661,False
11662,False
11663,False
11664,False
11665,False
11666,False
11667,False
11668,False
11669,False
11670,False
11671,False
11672,False
11673,False
11674,False
11675,False
11676,False
11677,False
11678,False
11679,False
11680,False
11681,False
11682,False
11683,False
11684,False
11685,False
11686,False
11687,True
11688,False
11689,False
11690,False
11691,False
11692,False
11693,False
11694,False
11695,False
11696,False
11697,True
11698,False
11699,False
11700,False
11701,False
11702,False
11703,False
11704,False
11705,False
11706,False
11707,False
11708,False
11709,False
11710,False
11711,True
11712,False
11713,False
11714,False
11715,False
11716,False
11717,False
11718,False
11719,False
11720,False
11721,False
11722,False
11723,False
11724,False
11725,False
11726,False
11727,False
11728,False
11729,False
11730,False
11731,False
11732,False
11733,False
11734,False
11735,False
11736,False
11737,False
11738,False
11739,False
11740,False
11741,False
11742,False
11743,False
11744,False
11745,False
11746,False
11747,False
11748,False
11749,False
11750,False
11751,False
11752,False
11753,False
11754,False
11755,False
11756,False
11757,False
11758,True
11759,False
11760,False
11761,False
11762,False
11763,False
11764,False
11765,False
11766,False
11767,False
11768,False
11769,False
11770,False
11771,False
11772,False
11773,False
11774,False
11775,False
11776,False
11777,False
11778,False
11779,False
11780,False
11781,False
11782,False
11783,True
11784,False
11785,False
11786,False
11787,False
11788,False
11789,False
11790,False
11791,False
11792,False
11793,False
11794,False
11795,False
11796,False
11797,False
11798,False
11799,False
11800,True
11801,False
11802,False
11803,False
11804,False
11805,False
11806,False
11807,False
11808,False
11809,False
11810,False
11811,False
11812,False
11813,False
11814,False
11815,False
11816,False
11817,False
11818,False
11819,False
11820,False
11821,True
11822,False
11823,False
11824,False
11825,False
11826,False
11827,True
11828,False
11829,False
11830,False
11831,False
11832,False
11833,False
11834,False
11835,False
11836,False
11837,False
11838,False
11839,False
11840,False
11841,False
11842,False
11843,False
11844,False
11845,False
11846,False
11847,False
11848,False
11849,False
11850,False
11851,False
11852,False
11853,False
11854,False
11855,False
11856,False
11857,False
11858,False
11859,False
11860,False
11861,False
11862,False
11863,False
11864,False
11865,False
11866,False
11867,False
11868,False
11869,False
11870,False
11871,False
11872,False
11873,False
11874,False
11875,False
11876,False
11877,False
11878,False
11879,False
11880,False
11881,False
11882,False
11883,False
11884,False
11885,False
11886,False
11887,False
11888,False
11889,False
11890,False
11891,False
11892,False
11893,False
11894,False
11895,False
11896,False
11897,False
11898,False
11899,False
11900,False
11901,False
11902,False
11903,False
11904,False
11905,False
11906,False
11907,False
11908,False
11909,False
11910,False
11911,False
11912,False
11913,False
11914,False
11915,False
11916,False
11917,False
11918,False
11919,True
11920,False
11921,False
11922,False
11923,False
11924,False
11925,False
11926,False
11927,False
11928,False
11929,False
11930,False
11931,False
11932,False
11933,False
11934,False
11935,False
11936,False
11937,False
11938,False
11939,True
11940,False
11941,False
11942,False
11943,False
11944,False
11945,False
11946,False
11947,False
11948,False
11949,False
11950,False
11951,True
11952,False
11953,False
11954,False
11955,False
11956,False
11957,False
11958,False
11959,False
11960,False
11961,False
11962,False
11963,False
11964,False
11965,False
11966,False
11967,False
11968,False
11969,False
11970,False
11971,False
11972,False
11973,False
11974,False
11975,False
11976,False
11977,False
11978,False
11979,False
11980,False
11981,False
11982,False
11983,False
11984,False
11985,False
11986,False
11987,False
11988,False
11989,False
11990,False
11991,False
11992,False
11993,False
11994,False
11995,False
11996,False
11997,False
11998,False
11999,False
12000,False
